"source","median","x","low","high","Site","Year"
"ppt/snow",0.517849865692956,39.4078458569377,0.436174980966666,0.581043077791116,"FRCH","2015"
"ppt/snow",0.520456443968619,39.9396458046069,0.439921016427729,0.582830811788008,"FRCH","2015"
"ppt/snow",0.523083833807367,40.4714457522761,0.44342921324295,0.584858257933474,"FRCH","2015"
"ppt/snow",0.525664715233919,41.0032456999453,0.447217888345106,0.587092363681994,"FRCH","2015"
"ppt/snow",0.528260725839177,41.5350456476145,0.451173179851828,0.589200356328628,"FRCH","2015"
"ppt/snow",0.530959447021488,42.0668455952837,0.454887014042531,0.591397930631288,"FRCH","2015"
"ppt/snow",0.533652192767873,42.5986455429529,0.458804871538439,0.593427892287833,"FRCH","2015"
"ppt/snow",0.536186455999863,43.1304454906221,0.462633317008473,0.59521277073956,"FRCH","2015"
"ppt/snow",0.53890359303429,43.6622454382913,0.466488835622412,0.597241353506108,"FRCH","2015"
"ppt/snow",0.541479859039711,44.1940453859605,0.470152973420442,0.599148886442782,"FRCH","2015"
"ppt/snow",0.544128480473384,44.7258453336297,0.473504965317182,0.601067432257565,"FRCH","2015"
"ppt/snow",0.546685776340276,45.2576452812989,0.477002670255938,0.60303503883842,"FRCH","2015"
"ppt/snow",0.549223120621232,45.7894452289681,0.480397132816148,0.605160838976545,"FRCH","2015"
"ppt/snow",0.551769714096179,46.3212451766372,0.483991834640399,0.607183213699696,"FRCH","2015"
"ppt/snow",0.55432528525123,46.8530451243064,0.487483308885895,0.609159994075666,"FRCH","2015"
"ppt/snow",0.556755452805616,47.3848450719756,0.490806457964581,0.611096638708821,"FRCH","2015"
"ppt/snow",0.559159675369533,47.9166450196448,0.494270127106412,0.613042114743139,"FRCH","2015"
"ppt/snow",0.561628144073844,48.448444967314,0.497512489105649,0.614845108118183,"FRCH","2015"
"ppt/snow",0.564208577794638,48.9802449149832,0.500807728191241,0.616721623358373,"FRCH","2015"
"ppt/snow",0.56670637873191,49.5120448626524,0.504366580119298,0.618557081523465,"FRCH","2015"
"ppt/snow",0.569155829951898,50.0438448103216,0.507442123998021,0.620602609001164,"FRCH","2015"
"ppt/snow",0.571615377614456,50.5756447579908,0.510806570896389,0.62253233935006,"FRCH","2015"
"ppt/snow",0.574046903026592,51.10744470566,0.513833694708955,0.624646722921372,"FRCH","2015"
"ppt/snow",0.576499927767065,51.6392446533292,0.517089456886366,0.626723814270757,"FRCH","2015"
"ppt/snow",0.578965951612572,52.1710446009984,0.520363097214873,0.628860900735688,"FRCH","2015"
"ppt/snow",0.581349235109877,52.7028445486676,0.52355467950418,0.630810266726136,"FRCH","2015"
"ppt/snow",0.583658700654553,53.2346444963368,0.526519800854654,0.632652661925055,"FRCH","2015"
"ppt/snow",0.586028756375599,53.766444444006,0.529776585243309,0.634633065460986,"FRCH","2015"
"ppt/snow",0.588396183165901,54.2982443916751,0.532793970849168,0.636669966626946,"FRCH","2015"
"ppt/snow",0.590709874474956,54.8300443393443,0.535839594875133,0.638738040652072,"FRCH","2015"
"ppt/snow",0.593023858443337,55.3618442870135,0.538736759178577,0.640838744389618,"FRCH","2015"
"ppt/snow",0.595321957808216,55.8936442346827,0.541752005053873,0.642991770631312,"FRCH","2015"
"ppt/snow",0.597659646915786,56.4254441823519,0.544594778160376,0.645077808305819,"FRCH","2015"
"ppt/snow",0.599945589273461,56.9572441300211,0.547271074281586,0.647041994126797,"FRCH","2015"
"ppt/snow",0.602218511485129,57.4890440776903,0.550082273125626,0.648938116617903,"FRCH","2015"
"ppt/snow",0.604562655905361,58.0208440253595,0.552804062159621,0.650956144415022,"FRCH","2015"
"ppt/snow",0.606797726313772,58.5526439730287,0.555382032946494,0.652914638037876,"FRCH","2015"
"ppt/snow",0.609057464561853,59.0844439206979,0.558124493089181,0.65486579250964,"FRCH","2015"
"ppt/snow",0.611293624495122,59.6162438683671,0.560956595623744,0.657000047734518,"FRCH","2015"
"ppt/snow",0.613471087233502,60.1480438160363,0.56355173096465,0.659083020005512,"FRCH","2015"
"ppt/snow",0.615610231245636,60.6798437637055,0.565912460201497,0.661066519813177,"FRCH","2015"
"ppt/snow",0.617870906695666,61.2116437113747,0.56856774701971,0.662898310716921,"FRCH","2015"
"ppt/snow",0.620073220167707,61.7434436590439,0.571033282552243,0.664815490614132,"FRCH","2015"
"ppt/snow",0.622311325070092,62.2752436067131,0.573475416390072,0.666704180206469,"FRCH","2015"
"ppt/snow",0.62455315418112,62.8070435543822,0.576087287419309,0.668461537862789,"FRCH","2015"
"ppt/snow",0.626641423560001,63.3388435020514,0.578559476751709,0.670484357504838,"FRCH","2015"
"ppt/snow",0.6287457596956,63.8706434497206,0.581019034975571,0.672444035529602,"FRCH","2015"
"ppt/snow",0.630839004579649,64.4024433973898,0.583708066509146,0.674349665366845,"FRCH","2015"
"ppt/snow",0.632873040032617,64.934243345059,0.586134431483078,0.676059522315734,"FRCH","2015"
"ppt/snow",0.634980606184424,65.4660432927282,0.588546243788565,0.678184098556104,"FRCH","2015"
"ppt/snow",0.637027355660911,65.9978432403974,0.590934204402708,0.680181449451785,"FRCH","2015"
"ppt/snow",0.639066060159544,66.5296431880666,0.593111844463584,0.681972811704317,"FRCH","2015"
"ppt/snow",0.641169030616983,67.0614431357358,0.595336128091036,0.683847385767774,"FRCH","2015"
"ppt/snow",0.643155662253129,67.593243083405,0.597712337865393,0.685740168116276,"FRCH","2015"
"ppt/snow",0.645202528703993,68.1250430310742,0.600037551320629,0.687472123215676,"FRCH","2015"
"ppt/snow",0.647156919982185,68.6568429787434,0.602155948650733,0.689334143131249,"FRCH","2015"
"ppt/snow",0.649184361951602,69.1886429264126,0.604195149305058,0.691228720624574,"FRCH","2015"
"ppt/snow",0.651134385698908,69.7204428740818,0.606528961657589,0.692927410789062,"FRCH","2015"
"ppt/snow",0.653163642356187,70.252242821751,0.608618399094125,0.694849796976709,"FRCH","2015"
"ppt/snow",0.655101298637323,70.7840427694201,0.610730513578572,0.696850017687697,"FRCH","2015"
"ppt/snow",0.657006693271657,71.3158427170893,0.612850885721571,0.698559604743877,"FRCH","2015"
"ppt/snow",0.658914841279022,71.8476426647585,0.615032787549653,0.700411643454378,"FRCH","2015"
"ppt/snow",0.660787560112137,72.3794426124277,0.617315016370381,0.702243459275477,"FRCH","2015"
"ppt/snow",0.662720024268929,72.9112425600969,0.619414545465336,0.703962846516324,"FRCH","2015"
"ppt/snow",0.664648944416942,73.4430425077661,0.621328864715114,0.705906469355184,"FRCH","2015"
"ppt/snow",0.666566805585866,73.9748424554353,0.623235651682295,0.707698603974571,"FRCH","2015"
"ppt/snow",0.668382854418597,74.5066424031045,0.625506438318434,0.709407301369895,"FRCH","2015"
"ppt/snow",0.6702096327308,75.0384423507737,0.627566744015389,0.711204261361199,"FRCH","2015"
"ppt/snow",0.672069847095608,75.5702422984429,0.629498804745949,0.712892929902788,"FRCH","2015"
"ppt/snow",0.673847150188171,76.1020422461121,0.631453712502994,0.71455238792391,"FRCH","2015"
"ppt/snow",0.675655121018467,76.6338421937813,0.633411824994989,0.716224180787178,"FRCH","2015"
"ppt/snow",0.677439180689352,77.1656421414505,0.635342040865488,0.717830933209457,"FRCH","2015"
"ppt/snow",0.679219645618155,77.6974420891196,0.637202266491335,0.7195948500226,"FRCH","2015"
"ppt/snow",0.680996380327012,78.2292420367888,0.638938567564708,0.721308445515463,"FRCH","2015"
"ppt/snow",0.682765157335023,78.761041984458,0.640763295915276,0.723161299764658,"FRCH","2015"
"ppt/snow",0.684474597674174,79.2928419321272,0.642605776974376,0.724787471754704,"FRCH","2015"
"ppt/snow",0.686196199948706,79.8246418797964,0.644501889266549,0.726392679538553,"FRCH","2015"
"ppt/snow",0.68792011103488,80.3564418274656,0.646344857760453,0.728063490677603,"FRCH","2015"
"ppt/snow",0.689607927504073,80.8882417751348,0.648073391460864,0.729553662416822,"FRCH","2015"
"ppt/snow",0.691262411463247,81.420041722804,0.649943176897485,0.731177060022644,"FRCH","2015"
"ppt/snow",0.692909467585246,81.9518416704732,0.651676380043254,0.732651067093869,"FRCH","2015"
"ppt/snow",0.694507902764352,82.4836416181424,0.653415577538553,0.73416928128942,"FRCH","2015"
"ppt/snow",0.696180865765994,83.0154415658116,0.655130278809131,0.735685647831482,"FRCH","2015"
"ppt/snow",0.69778599835745,83.5472415134808,0.656868950269772,0.737208957064604,"FRCH","2015"
"ppt/snow",0.699411068239634,84.07904146115,0.658584103423086,0.738755868228752,"FRCH","2015"
"ppt/snow",0.701011018709733,84.6108414088192,0.660208204783531,0.740317270328303,"FRCH","2015"
"ppt/snow",0.702554645802675,85.1426413564884,0.661872670806645,0.741896587317887,"FRCH","2015"
"ppt/snow",0.704173643454198,85.6744413041576,0.663540384605295,0.743388697196951,"FRCH","2015"
"ppt/snow",0.705730192254411,86.2062412518268,0.665176484581301,0.744906756986624,"FRCH","2015"
"ppt/snow",0.707205618698348,86.7380411994959,0.666752783644831,0.746396270797107,"FRCH","2015"
"ppt/snow",0.708773919755331,87.2698411471651,0.668436048321441,0.747882122076011,"FRCH","2015"
"ppt/snow",0.710267373070612,87.8016410948343,0.670185501414558,0.749433690141413,"FRCH","2015"
"ppt/snow",0.711819344072995,88.3334410425035,0.67173414462425,0.750935515547103,"FRCH","2015"
"ppt/snow",0.713332048475039,88.8652409901727,0.673369800127185,0.75231117559715,"FRCH","2015"
"ppt/snow",0.714796680361658,89.3970409378419,0.674831229197633,0.753689901544842,"FRCH","2015"
"ppt/snow",0.716286092157578,89.9288408855111,0.676409520748364,0.755136777245833,"FRCH","2015"
"ppt/snow",0.717760739557039,90.4606408331803,0.677999949341728,0.756584164006793,"FRCH","2015"
"ppt/snow",0.719196803668821,90.9924407808495,0.679566219688386,0.757884932134055,"FRCH","2015"
"ppt/snow",0.720658537791616,91.5242407285187,0.681030930141712,0.759102288466084,"FRCH","2015"
"ppt/snow",0.722068408625645,92.0560406761879,0.6824116664586,0.760315258249382,"FRCH","2015"
"ppt/snow",0.723462451819558,92.5878406238571,0.683887732230359,0.76154209599977,"FRCH","2015"
"ppt/snow",0.724856093723417,93.1196405715263,0.685284710998838,0.762745529728948,"FRCH","2015"
"ppt/snow",0.726205885229711,93.6514405191954,0.686788897923211,0.764027664616714,"FRCH","2015"
"ppt/snow",0.72759276273154,94.1832404668646,0.68807575223956,0.765229498714034,"FRCH","2015"
"ppt/snow",0.728939173506,94.7150404145338,0.689624997951298,0.766439833744221,"FRCH","2015"
"ppt/snow",0.730338935737833,95.246840362203,0.691019823708085,0.767720815851813,"FRCH","2015"
"ppt/snow",0.731638974340484,95.7786403098722,0.692378195213027,0.76897337921982,"FRCH","2015"
"ppt/snow",0.732969371285552,96.3104402575414,0.693819991291846,0.770212620095369,"FRCH","2015"
"ppt/snow",0.734296611923232,96.8422402052106,0.695270556152169,0.771318073233452,"FRCH","2015"
"ppt/snow",0.735599025384952,97.3740401528798,0.696754444590358,0.772540719855447,"FRCH","2015"
"ppt/snow",0.736904204426096,97.905840100549,0.697983203035647,0.77381506841452,"FRCH","2015"
"ppt/snow",0.738191390025623,98.4376400482182,0.699226253433091,0.775048601867992,"FRCH","2015"
"ppt/snow",0.739450628025817,98.9694399958874,0.700593429037391,0.776178156529904,"FRCH","2015"
"ppt/snow",0.740722194348351,99.5012399435566,0.701944700214561,0.777271165893033,"FRCH","2015"
"ppt/snow",0.74193969333772,100.033039891226,0.703348532903603,0.778350408104041,"FRCH","2015"
"ppt/snow",0.743188369304537,100.564839838895,0.704643340551243,0.779431948759645,"FRCH","2015"
"ppt/snow",0.744436279345823,101.096639786564,0.705997062493,0.780573646060196,"FRCH","2015"
"ppt/snow",0.745650171559164,101.628439734233,0.707347975095205,0.781700524835486,"FRCH","2015"
"ppt/snow",0.746822817130856,102.160239681903,0.708581656693719,0.782730750188927,"FRCH","2015"
"ppt/snow",0.748064813238978,102.692039629572,0.709794898336595,0.78374940014297,"FRCH","2015"
"ppt/snow",0.749272797845218,103.223839577241,0.711000976511796,0.78477506881908,"FRCH","2015"
"ppt/snow",0.750492099446541,103.75563952491,0.71229008457831,0.785893277264433,"FRCH","2015"
"ppt/snow",0.75169044354864,104.287439472579,0.713578358371014,0.786885441810604,"FRCH","2015"
"ppt/snow",0.752829691936766,104.819239420249,0.71479232360894,0.787975931862773,"FRCH","2015"
"ppt/snow",0.753987253351029,105.351039367918,0.716128634608522,0.788987073747507,"FRCH","2015"
"ppt/snow",0.755127865941865,105.882839315587,0.71735643208581,0.789932632832567,"FRCH","2015"
"ppt/snow",0.756247594214337,106.414639263256,0.718680045253545,0.790926117720195,"FRCH","2015"
"ppt/snow",0.757347712303741,106.946439210925,0.719962221169437,0.791983200865059,"FRCH","2015"
